mol,Core,atag,R1,btag,R2,pic50,clearance_mouse,clearance_human,logd,pampa,docking_affinity
OC(=O)[C@H](CCCCNC(=O)C(F)(F)F)NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F,B45,O=Cc1cc([*:2])ccc1F,Not Made,medium (5.6-30.5),low (< 12),0.39,low,-10.5
COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C(F)(F)F)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F,B46,COc1cccc([*:2])c1F,4.6,medium (5.6-30.5),low (< 12),0.49,low,-10
CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C(F)(F)F)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F,B47,CCOC(=O)c1cccc([*:2])c1,5.8,medium (5.6-30.5),low (< 12),0.76,low,-10.5
Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C(F)(F)F)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F,B48,Cc1ccc([*:2])cc1F,Not Made,medium (5.6-30.5),low (< 12),0.72,low,-10.5
COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C(F)(F)F)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F,B49,COc1c(F)cc(F)cc1[*:2],4.3,medium (5.6-30.5),low (< 12),0.62,low,-8.2
Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C(F)(F)F)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A15,O=C(NCCCC[*:1])C(F)(F)F,B50,Cc1ccc(F)c([*:2])c1Cl,4.1,medium (5.6-30.5),low (< 12),1.16,med2high,-9.5
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B01,c1ccc([*:2])cc1,5.4,low (< 5.6),low (< 12),0.27,med2high,-9.5
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B02,Brc1ccc([*:2])cc1,6.3,low (< 5.6),low (< 12),1.07,med2high,-9.4
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B03,O=[N+]([O-])c1cccc([*:2])c1,3.9,low (< 5.6),low (< 12),0.18,low,-9.5
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)cc2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B04,Cc1ccc([*:2])cc1,6.1,low (< 5.6),low (< 12),0.68,med2high,-9.2
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B05,c1ccc2c(c1)oc1c([*:2])cccc12,3.9,high (> 30.5),low (< 12),1.72,med2high,-9.3
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,Not Made,medium (5.6-30.5),low (< 12),2.31,med2high,-9.7
CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B07,CSc1ccc([*:2])cc1,6.8,medium (5.6-30.5),low (< 12),0.9,med2high,-10.1
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B08,FC(F)(F)c1cccc([*:2])c1,Inactive,low (< 5.6),low (< 12),1.18,med2high,-10.1
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B09,O=[N+]([O-])c1ccccc1[*:2],Inactive,medium (5.6-30.5),low (< 12),0.16,low,-10.1
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)c(c2)N(=O)=O)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B10,Cc1ccc([*:2])cc1[N+](=O)[O-],4.5,low (< 5.6),low (< 12),0.47,low,-10.1
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(NC(=O)C)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B11,CC(=O)Nc1cccc([*:2])c1,5.4,medium (5.6-30.5),low (< 12),-0.12,low,-9.8
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(F)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B12,Fc1cccc([*:2])c1,5.2,low (< 5.6),low (< 12),0.44,med2high,-9.8
COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B13,COc1ccccc1[*:2],4.1,medium (5.6-30.5),low (< 12),0.26,med2high,-8.9
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Cl)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B14,Clc1ccccc1[*:2],3.8,medium (5.6-30.5),low (< 12),0.89,med2high,-8
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2F)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B15,Fc1ccccc1[*:2],4.9,medium (5.6-30.5),low (< 12),0.41,med2high,-8.9
CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B16,CCOc1ccccc1[*:2],4,low (< 5.6),low (< 12),0.55,med2high,-7.1
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CO)cc2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B17,OCc1ccc([*:2])cc1,5.8,medium (5.6-30.5),low (< 12),-0.22,low,-9.9
CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B18,CCCc1ccc([*:2])cc1,7.3,medium (5.6-30.5),low (< 12),1.35,med2high,-9.9
CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B19,CCc1ccc([*:2])cc1,6.7,medium (5.6-30.5),low (< 12),1,med2high,-10.2
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OCc3ccccc3)c(F)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B20,Fc1cc([*:2])ccc1OCc1ccccc1,6.6,medium (5.6-30.5),low (< 12),1.54,med2high,-10.2
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Oc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B21,c1ccc(Oc2ccccc2[*:2])cc1,Inactive,medium (5.6-30.5),low (< 12),1.43,med2high,-10.2
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2c(C)cccc2C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B22,Cc1cccc(C)c1[*:2],3.9,medium (5.6-30.5),low (< 12),0.96,med2high,-10.2
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B23,c1cc2c(cc1[*:2])OCO2,5.4,medium (5.6-30.5),low (< 12),0.16,low,-10.2
COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B24,COc1ccc([*:2])c(OC)c1,4,medium (5.6-30.5),low (< 12),0.2,low,-8.1
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC(F)(F)F)cc2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B25,FC(F)(F)Oc1ccc([*:2])cc1,6.7,high (> 30.5),low (< 12),1.24,med2high,-8
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)c(F)c(F)c(F)c2F)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B26,Fc1c(F)c(F)c([*:2])c(F)c1F,Inactive,medium (5.6-30.5),low (< 12),1.01,med2high,-9.4
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B27,CC(=O)c1ccc([*:2])cc1,6,medium (5.6-30.5),low (< 12),0.08,low,-7.2
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(Cl)c2Cl)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B28,Clc1cccc([*:2])c1Cl,3.8,medium (5.6-30.5),low (< 12),1.25,med2high,-6.8
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(/C=C/C(=O)O)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B29,O=C(O)/C=C/c1cccc([*:2])c1,Not Made,low (< 5.6),low (< 12),-0.31,low,-10.1
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(/C=C/N(=O)=O)cc2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,Not Assayed,low (< 5.6),low (< 12),0.41,low,-10.6
COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B31,COc1c(C)cc([*:2])cc1C,4.5,medium (5.6-30.5),low (< 12),0.94,med2high,-9.6
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3cccnc23)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B32,c1cnc2c([*:2])cccc2c1,3.8,medium (5.6-30.5),low (< 12),0.54,low,-9.8
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(CO)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B33,OCc1cccc([*:2])c1,5.9,low (< 5.6),low (< 12),-0.19,low,-10.1
COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O)C(C)C,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B34,COc1ccc(C(C)C)cc1[*:2],Inactive,medium (5.6-30.5),low (< 12),1.19,med2high,-7.9
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4sc23)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B35,c1ccc2c(c1)sc1c([*:2])cccc12,4.8,high (> 30.5),low (< 12),2.04,med2high,-7.3
COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B36,COc1ccc([*:2])c(OC)c1OC,Inactive,medium (5.6-30.5),low (< 12),0.04,low,-8.5
COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B37,COc1ccc(Cl)cc1[*:2],Inactive,low (< 5.6),low (< 12),0.79,med2high,-8.6
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(C#N)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B38,N#Cc1cccc([*:2])c1,4,medium (5.6-30.5),low (< 12),0.04,low,-10.4
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2C(=O)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B39,CC(=O)c1ccccc1[*:2],Inactive,high (> 30.5),low (< 12),0.07,low,-10.4
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CN)cc2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B40,NCc1ccc([*:2])cc1,4.5,low (< 5.6),low (< 12),-0.03,low,-10
COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B41,COC(=O)c1ccc([*:2])cc1,6,medium (5.6-30.5),low (< 12),0.29,low,-10.1
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OCc3ccccc3)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B42,c1ccc(COc2cccc([*:2])c2)cc1,4.3,high (> 30.5),low (< 12),1.62,med2high,-10.2
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)c(F)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B43,Fc1cc([*:2])cc(F)c1F,5.1,medium (5.6-30.5),low (< 12),0.83,med2high,-10.1
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)cc2C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B44,Cc1cc(F)ccc1[*:2],4.2,medium (5.6-30.5),low (< 12),0.86,med2high,-10.1
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B45,O=Cc1cc([*:2])ccc1F,Not Made,medium (5.6-30.5),low (< 12),0.21,low,-10.4
COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B46,COc1cccc([*:2])c1F,Inactive,medium (5.6-30.5),low (< 12),0.35,med2high,-10.2
CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B47,CCOC(=O)c1cccc([*:2])c1,Inactive,low (< 5.6),low (< 12),0.67,low,-10.1
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)c(F)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B48,Cc1ccc([*:2])cc1F,6,medium (5.6-30.5),low (< 12),0.84,med2high,-10.1
COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B49,COc1c(F)cc(F)cc1[*:2],Inactive,low (< 5.6),low (< 12),0.55,med2high,-7
C[C@@H](OC(C)(C)C)[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)ccc(C)c2Cl)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A16,C[C@@H](OC(C)(C)C)[*:1],B50,Cc1ccc(F)c([*:2])c1Cl,Not Made,medium (5.6-30.5),low (< 12),1.2,med2high,-9
OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B01,c1ccc([*:2])cc1,6.2,medium (5.6-30.5),low (< 12),0.53,low,-10.1
OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3ccc(Br)cc3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B02,Brc1ccc([*:2])cc1,7,medium (5.6-30.5),low (< 12),1.08,med2high,-10.5
OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3cccc(c3)N(=O)=O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B03,O=[N+]([O-])c1cccc([*:2])c1,5.4,medium (5.6-30.5),low (< 12),0.41,low,-9.7
Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B04,Cc1ccc([*:2])cc1,6.5,medium (5.6-30.5),low (< 12),0.84,med2high,-10.6
OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5oc34,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B05,c1ccc2c(c1)oc1c([*:2])cccc12,5,high (> 30.5),low (< 12),1.61,med2high,-8.9
OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3cccc4Sc5ccccc5Sc34,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,5.3,medium (5.6-30.5),low (< 12),2.27,med2high,-9.6
CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B07,CSc1ccc([*:2])cc1,7,medium (5.6-30.5),low (< 12),0.94,med2high,-10.2
OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3cccc(c3)C(F)(F)F,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B08,FC(F)(F)c1cccc([*:2])c1,5.1,medium (5.6-30.5),low (< 12),1.2,med2high,-10.6
OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3N(=O)=O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B09,O=[N+]([O-])c1ccccc1[*:2],4.5,medium (5.6-30.5),low (< 12),0.38,low,-9.4
Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B10,Cc1ccc([*:2])cc1[N+](=O)[O-],5.2,medium (5.6-30.5),low (< 12),0.73,low,-10.4
CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B11,CC(=O)Nc1cccc([*:2])c1,5.8,medium (5.6-30.5),low (< 12),0.14,low,-10.5
OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3cccc(F)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B12,Fc1cccc([*:2])c1,6.5,medium (5.6-30.5),low (< 12),0.76,med2high,-10.3
COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B13,COc1ccccc1[*:2],4.4,high (> 30.5),low (< 12),0.41,low,-9.4
OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Cl,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B14,Clc1ccccc1[*:2],4.4,medium (5.6-30.5),low (< 12),0.9,med2high,-9.8
OC(=O)[C@H](CSCCc1ccncc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3F,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B15,Fc1ccccc1[*:2],6,medium (5.6-30.5),low (< 12),0.69,med2high,-10
CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B16,CCOc1ccccc1[*:2],4.1,high (> 30.5),low (< 12),0.7,low,-9.3
OCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CSCCc3ccncc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A17,c1cc(CCSC[*:1])ccn1,B17,OCc1ccc([*:2])cc1,6.2,medium (5.6-30.5),low (< 12),-0.03,low,-10.2
